DTXSID,Chemical,CASRN,SMILES,Library,Max conc,Median % activity,Tested in CR?,dataset,Comment,UVCB/Markush,NEUTRAL/SALT PAIRS,AQC,QualityCall,T0,T4,Call,SMILES,QSAR_READY_SMILES,MOLECULAR_FORMULA,AVERAGE_MASS,DTXSID,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED
DTXSID8024993,"Dichloro-1,3,5-triazinetrione",2782-57-2,ClN1C(=O)NC(=O)N(Cl)C1=O,e1k,,,,blind test,,,,U-U Unknown,Unknown,U,U, ,ClN1C(=O)NC(=O)N(Cl)C1=O,ClN1C(=O)NC(=O)N(Cl)C1=O,C3HCl2N3O3,197.96,DTXSID8024993,0.357116,0.000201211
DTXSID3037707,Potassium perfluorobutanesulfonate,29420-49-3,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,99.999,99.44639833,Y,training,PFAS,,,U-U Unknown,Unknown,U,U, ,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C4F9KO3S,338.18,DTXSID3037707,0.259989,1.14E-08
DTXSID3037709,Potassium perfluorohexanesulfonate,3871-99-6,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,100,102.4436869,Y,training,PFAS,,,U-U Unknown,Unknown,U,U, ,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6F13KO3S,438.2,DTXSID3037709,0.397593,8.19E-09
DTXSID3024528,Anise oil,8007-70-3, ,e1k,100,60.83925756,N,training,,X,,U-ND Unknown,Unknown,U,ND, , , , , ,DTXSID3024528, , 
DTXSID5020811,Mercuric chloride,7487-94-7,[Cl-].[Cl-].[Hg++],ph2,,,,blind test,,,,U-ND Unknown,Unknown,U,ND, ,[Cl-].[Cl-].[Hg++], ,Cl2Hg,271.49,DTXSID5020811, , 
DTXSID4029698,Sodium persulfate,7775-27-1,[Na+].[Na+].[O-]S(=O)(=O)OOS([O-])(=O)=O,e1k,,,,blind test,,,,U-ND Unknown,Unknown,U,ND, ,[Na+].[Na+].[O-]S(=O)(=O)OOS([O-])(=O)=O, ,Na2O8S2,238.09,DTXSID4029698, , 
DTXSID3029653,Ammonium isothiocyanate,1762-95-4,[NH4+].[S-]C#N,e1k,100.0035,11.81758688,N,training,<100 Mas,,,U-ND Unknown,Unknown,U,ND, ,[NH4+].[S-]C#N,SC#N,CH4N2S,76.12,DTXSID3029653,0.595575,0.327039
DTXSID3047180,Triisodecyl trimellitate,36631-30-8, ,e1k,81.466,43.03187433,N,training,,X,,M-M-X Unknown,Unknown,M,M,X, , , , ,DTXSID3047180, , 
DTXSID2026076,Tannic acid,1401-55-4, ,ph2,35.00255,94.02106895,Y,training,,X,,M-M Pass,Pass,M,M, , , , , ,DTXSID2026076, , 
DTXSID2036588,"Glycols, polyethylene, mono(p-nonylphenyl) ether",26027-38-3,"CCCCCCCCCC1=CC=C(OCCO)C=C1 |c:17,t:9,11,lp:13:2,16:2,Sg:n:15,14,13::ht|",e1k,100,44.25565865,N,training,,X,,M-M Unknown ,Unknown,M,M, ,"CCCCCCCCCC1=CC=C(OCCO)C=C1 |c:17,t:9,11,lp:13:2,16:2,Sg:n:15,14,13::ht|", ,(C2H4O)nC15H24O, ,DTXSID2036588, , 
DTXSID4029565,"1,2-Benzenedicarboxylic acid, diundecyl ester, branched and linear",85507-79-5, ,e1k,99.996,6.08375486,N,training,,X,,M-M Unknown ,Unknown,M,M, , , , , ,DTXSID4029565, , 
DTXSID9044902,Calcium neodecanoate,27253-33-4, ,e1k,100.003,53.33954268,N,training,,X,,ID-I Unknown,Unknown,I,I,X, , , , ,DTXSID9044902, , 
DTXSID1027899,Ammonium xylene sulfonate,26447-10-9, ,e1k,99.9985,25.03797636,N,training,,X,,I-I Pass,Pass,I,I, ,"[NH4+].C*.C*.[O-]S(=O)(=O)C1=CC=CC=C1 |c:8,10,t:6,lp:5:3,7:2,8:2,m:2:10.14.11.13.12,4:10.14.11.13.12|", ,C8H13NO3S,203.26,DTXSID1027899, , 
DTXSID2029298,"alpha-Sulfo-omega-(dodecyloxy)poly(oxy-1,2-ethanediyl) sodium salt",9004-82-4,"[Na+].CCCCCCCCCCCCOCCOS([O-])(=O)=O |lp:13:2,16:2,18:3,19:2,20:2,Sg:n:16,15,14::ht|",e1k,99.998,98.38957508,Y,training,,X,,I-I Pass,Pass,I,I, ,"[Na+].CCCCCCCCCCCCOCCOS([O-])(=O)=O |lp:13:2,16:2,18:3,19:2,20:2,Sg:n:16,15,14::ht|", , , ,DTXSID2029298, , 
DTXSID0041721,C.I. Acid Yellow 3 disodium salt,8004-92-0, ,e1k,99.996,97.27165932,Y,training,,X,,I-I Pass,Pass,I,I, , , , , ,DTXSID0041721, , 
DTXSID2041703,Butylnaphthalenesulfonic acid sodium salt,25638-17-9, ,e1k,100.002,101.0731707,Y,training,,X,,I-I Pass,Pass,I,I, , , , , ,DTXSID2041703, , 
DTXSID7029162,"3-Bromo-1-chloro-5,5-dimethylhydantoin",126-06-7,CC1(C)N(Cl)C(=O)N(Br)C1=O,e1k,,,,blind test,,,,U-F-X Fail,Fail,U,F,T,CC1(C)N(Cl)C(=O)N(Br)C1=O,CC1(C)N(Cl)C(=O)N(Br)C1=O,C5H6BrClN2O2,241.47,DTXSID7029162,1.93041,0.00486871
DTXSID7044718,C.I. Acid Orange 156,68555-86-2,[Na+].COC1=CC=C(C=C1)N=NC1=C(OC)C=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(C)=C1,e1k,,,,leaderboard,,,,U-F-X Fail,Fail,U,F,X,[Na+].COC1=CC=C(C=C1)N=NC1=C(OC)C=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(C)=C1,COC1=CC=C(C=C1)N=NC1=C(OC)C=C(N=NC2=CC=C(C=C2)S(O)(=O)=O)C(C)=C1,C21H19N4NaO5S,462.46,DTXSID7044718,3.92406,5.96E-11
DTXSID1022055,tert-Butyl acetate,540-88-5,CC(=O)OC(C)(C)C,e1k,99.993,-0.743264168,N,training,<100 Mas,,,U-F-T Fail,Fail,U,F,T,CC(=O)OC(C)(C)C,CC(=O)OC(C)(C)C,C6H12O2,116.16,DTXSID1022055,1.75839,46.8232
DTXSID7041962,Ethyltriethoxysilane,78-07-9,CCO[Si](CC)(OCC)OCC,e1k,,,,blind test,SILICON,,,F-F-T Fail,Fail,F,F,T,CCO[Si](CC)(OCC)OCC,CCO[Si](CC)(OCC)OCC,C8H20O3Si,192.33,DTXSID7041962,2.8276,5.5504
DTXSID2029246,Triethoxyoctylsilane,2943-75-1,CCCCCCCC[Si](OCC)(OCC)OCC,ph2,,,,blind test,SILICON,,,U-F-T Fail,Fail,U,F,T,CCCCCCCC[Si](OCC)(OCC)OCC,CCCCCCCC[Si](OCC)(OCC)OCC,C14H32O3Si,276.492,DTXSID2029246,4.70972,0.185458
DTXSID0041646,"C.I. Acid Yellow 34, monosodium salt",6359-90-6,[Na+].CC1=NN(C(=O)C1\N=N\C1=CC=CC=C1)C1=CC(=CC=C1Cl)S([O-])(=O)=O,e1k,100,109.6030645,Y,training,,,,U-F-T Fail,Fail,U,F,T,[Na+].CC1=NN(C(=O)C1\N=N\C1=CC=CC=C1)C1=CC(=CC=C1Cl)S([O-])(=O)=O,CC1=NN(C(=O)C1N=NC1=CC=CC=C1)C1=CC(=CC=C1Cl)S(O)(=O)=O,C16H12ClN4NaO4S,414.8,DTXSID0041646,3.56719,6.73E-11
DTXSID7038810,Divinyltetramethyldisiloxane,2627-95-4,C[Si](C)(O[Si](C)(C)C=C)C=C,e1k,,,,leaderboard,SILICON,,,Fns-Fns-T Fail,Fail,Fns,Fns,T,C[Si](C)(O[Si](C)(C)C=C)C=C,C[Si](C)(O[Si](C)(C)C=C)C=C,C8H18OSi2,186.401,DTXSID7038810,4.83699,29.6957
DTXSID9041861,Diethyl phosphite,762-04-9,CCOP(O)OCC,e1k,100,6.414779652,N,training,,,,U-Fns-T Fail,Fail,U,Fns,T,CCOP(O)OCC,CCOP(O)OCC,C4H11O3P,138.103,DTXSID9041861,0.153062,11.0986
DTXSID6042490,Triethoxymethylsilane,2031-67-6,CCO[Si](C)(OCC)OCC,e1k,,,,leaderboard,SILICON,,,Fns-Fns-T Fail,Fail,Fns,Fns,T,CCO[Si](C)(OCC)OCC,CCO[Si](C)(OCC)OCC,C7H18O3Si,178.303,DTXSID6042490,2.57235,5.22821
DTXSID4026769,Hexamethyldisiloxane,107-46-0,C[Si](C)(C)O[Si](C)(C)C,e1k,,,,blind test,SILICON,,,Fns-Fns-L Fail,Fail,Fns,Fns,L,C[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)C,C6H18OSi2,162.379,DTXSID4026769,4.31962,42.0895
DTXSID4026501,alpha-Pinene,80-56-8,CC1=CCC2CC1C2(C)C,e1k,,,,leaderboard,,,,Fns-Fns-L Fail,Fail,Fns,Fns,L,CC1=CCC2CC1C2(C)C,CC1=CCC2CC1C2(C)C,C10H16,136.238,DTXSID4026501,4.82559,4.71177
DTXSID3020047,Allyl isothiocyanate,57-06-7,C=CCN=C=S,e1k,,,,leaderboard,<100 Mas,,,Fns-Fns-L Fail,Fail,Fns,Fns,L,C=CCN=C=S,C=CCN=C=S,C4H5NS,99.15,DTXSID3020047,1.14149,3.71715
DTXSID1041267,1-Ethoxy-2-propanol,1569-02-4,CCOCC(C)O,e1k,100.006,3.029485796,N,training,<100 Mas,,,Fns-Fns-L Fail,Fail,Fns,Fns,L,CCOCC(C)O,CCOCC(C)O,C5H12O2,104.149,DTXSID1041267,0.272591,3.59066
DTXSID8041957,Ethyl orthoformate,122-51-0,CCOC(OCC)OCC,e1k,100,12.00288791,N,training,,,,Fns-Fns-L Fail,Fail,Fns,Fns,L,CCOC(OCC)OCC,CCOC(OCC)OCC,C7H16O3,148.202,DTXSID8041957,1.19838,3.86485
DTXSID8042503,Tripropylene glycol butyl ether,55934-93-5,CCCCOC(CC)OC(C)COC(O)CC,e1k,,,,blind test,,,,Fns-Fns-L Fail,Fail,Fns,Fns,L,CCCCOC(CC)OC(C)COC(O)CC,CCCCOC(CC)OC(C)COC(O)CC,C13H28O4,248.363,DTXSID8042503,2.47419,0.00270469
DTXSID0041270,"3,5,5-Trimethylhexyl acetate",58430-94-7,CC(CCOC(C)=O)CC(C)(C)C,e1k,,,,leaderboard,,,,B-Fc-L Fail,Fail,B,Fc,L,CC(CCOC(C)=O)CC(C)(C)C,CC(CCOC(C)=O)CC(C)(C)C,C11H22O2,186.295,DTXSID0041270,4.07273,0.351778
DTXSID3032591,"1-Bromo-3-chloro-5,5-dimethylhydantoin",16079-88-2,CC1(C)N(Br)C(=O)N(Cl)C1=O,e1k,100,33.53341798,N,training,,,,U-Fc Fail,Fail,U,Fc,T,CC1(C)N(Br)C(=O)N(Cl)C1=O,CC1(C)N(Br)C(=O)N(Cl)C1=O,C5H6BrClN2O2,241.47,DTXSID3032591,1.93079,0.00486871
DTXSID0034695,Mancozeb,1/7/8018, ,ph1_v2,50.015,64.10893209,N,training,,,,Z-F Fail,Fail,Z,F, ,[Mn++].[Zn++].[S-]C(=S)NCCNC([S-])=S.[S-]C(=S)NCCNC([S-])=S, ,C8H12MnN4S8Zn,541.01,DTXSID0034695, , 
DTXSID2040151,Imidazolidinyl urea,39236-46-9,OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O,e1k,100,20.50571211,N,training,,,,U-F Fail,Fail,U,F,X,OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O,OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O,C11H16N8O8,388.297,DTXSID2040151,-0.859712,5.40E-11
DTXSID2026523,Symclosene,87-90-1,ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,ph1_v2,100.0015,27.10813763,N,training,,,,U-D-T Fail,Fail,U,D,T,ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,C3Cl3N3O3,232.4,DTXSID2026523,1.04882,0.0142625
DTXSID2029167,Metam-sodium,137-42-8,[Na+].CNC([S-])=S,e1k,,,,leaderboard,,,,Bc-Cc-T Fail,Fail,Bc,Cc,T,[Na+].CNC([S-])=S,CNC(S)=S,C2H4NNaS2,129.17,DTXSID2029167,-2.04247,0.151233
DTXSID6027713,Poly(oxyethylene) monoleate,9004-96-0,"CCCCCCCC\C=C/CCCCCCCC(=O)OCCO |lp:18:2,19:2,22:2,Sg:n:21,20,19::ht|",e1k,100,53.83126615,N,training,,X,,A-A-S Pass,Pass,A,A,S,"CCCCCCCC\C=C/CCCCCCCC(=O)OCCO |lp:18:2,19:2,22:2,Sg:n:21,20,19::ht|", ,(C2H4O)nC18H34O2, ,DTXSID6027713, , 
DTXSID5024263,Phosphoric acid,7664-38-2,OP(O)(O)=O,e1k,100.0045,14.61183812,N,training,<100 Mas,,,A-A-S Pass,Pass,A,A,S,OP(O)(O)=O, ,H3O4P,97.994,DTXSID5024263, , 
DTXSID6031380,Glycoluril,496-46-8,[H][C@@]12NC(=O)N[C@]1([H])NC(=O)N2,e1k,100,6.506896552,N,training,,,,A-A-S Pass,Pass,A,A,S,O=C1NC2NC(=O)NC2N1,O=C1NC2NC(=O)NC2N1,C4H6N4O2,142.118,DTXSID6031380, , 
DTXSID5027304,Dimethyltin dichloride,753-73-1,C[Sn](C)(Cl)Cl,e1k,100,-1.683975225,N,training,,,,A-A-S Pass,Pass,A,A,S,C[Sn](C)(Cl)Cl, ,C2H6Cl2Sn,219.68,DTXSID5027304, , 
DTXSID0021464,Ziram,137-30-4,[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,ph2,100,29.93849441,N,training,,,,A-A-S Pass,Pass,A,A,S,[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S, ,C6H12N2S4Zn,305.8,DTXSID0021464, , 
DTXSID3042130,Diphenylmercury(II),587-85-9,[Hg](C1=CC=CC=C1)C1=CC=CC=C1,e1k,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,[Hg](C1=CC=CC=C1)C1=CC=CC=C1, ,C12H10Hg,354.8,DTXSID3042130, , 
DTXSID2041709,"C.I. Acid Orange 8, monosodium salt",5850-86-2,[Na+].CC1=C(C=CC(=C1)S([O-])(=O)=O)N=NC1=C(O)C=CC2=CC=CC=C12,e1k,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,[Na+].CC1=C(C=CC(=C1)S([O-])(=O)=O)N=NC1=C(O)C=CC2=CC=CC=C12, ,C17H13N2NaO4S,364.35,DTXSID2041709, , 
DTXSID0021597,Heptanal,111-71-7,CCCCCCC=O,e1k,100.0315,56.93281853,N,training,<100 Mas,,,A-A-S Pass,Pass,A,A,S,CCCCCCC=O,CCCCCCC=O,C7H14O,114.188,DTXSID0021597,1.93382,3.50088
DTXSID9044823,Sodium methacrylate,5536-61-8,[Na+].CC(=C)C([O-])=O,e1k,100,2.391337502,N,training,<100 Mas,,,A-A-S Pass,Pass,A,A,S,[Na+].CC(=C)C([O-])=O,CC(=C)C(O)=O,C4H5NaO2,108.072,DTXSID9044823,-1.55996,0.989133
DTXSID1024170,"1,1-Dimethylpiperidinium chloride",24307-26-4,[Cl-].C[N+]1(C)CCCCC1,ph1_v2,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,[Cl-].C[N+]1(C)CCCCC1,C[N+]1(C)CCCCC1,C7H16ClN,149.66,DTXSID1024170,-2.82018,0.149193
DTXSID7041413,R-(-)-Carvone,6485-40-1,CC(=C)[C@@H]1CC=C(C)C(=O)C1,e1k,99.999,24.00197293,N,training,,,,A-A-S Pass,Pass,A,A,S,CC(=C)[C@@H]1CC=C(C)C(=O)C1,CC(=C)C1CC=C(C)C(=O)C1,C10H14O,150.221,DTXSID7041413,2.36204,0.103175
DTXSID4027525,Potassium 2-ethylhexanoate,3164-85-0,[K+].CCCCC(CC)C([O-])=O,e1k,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,[K+].CCCCC(CC)C([O-])=O,CCCCC(CC)C(O)=O,C8H15KO2,182.304,DTXSID4027525,-1.12391,0.0301776
DTXSID4020828,4-Methoxyphenol,150-76-5,COC1=CC=C(O)C=C1,e1k,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,COC1=CC=C(O)C=C1,COC1=CC=C(O)C=C1,C7H8O2,124.139,DTXSID4020828,1.57887,0.0170105
DTXSID5048182,Cyclohexylphenylketone,712-50-5,O=C(C1CCCCC1)C1=CC=CC=C1,ph2,99.9985,45.4525882,N,training,,,,A-A-S Pass,Pass,A,A,S,O=C(C1CCCCC1)C1=CC=CC=C1,O=C(C1CCCCC1)C1=CC=CC=C1,C13H16O,188.27,DTXSID5048182,3.11935,0.0015223
DTXSID8032386,Ethalfluralin,55283-68-6,CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,ph1_v2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,C13H14F3N3O4,333.267,DTXSID8032386,5.11043,8.73E-05
DTXSID7029164,"Sodium 1,4-diisobutyl sulfosuccinate",127-39-9,[Na+].CC(C)COC(=O)CC(C(=O)OCC(C)C)S([O-])(=O)=O,e1k,99.9975,66.31583849,N,training,,,,A-A-S Pass,Pass,A,A,S,[Na+].CC(C)COC(=O)CC(C(=O)OCC(C)C)S([O-])(=O)=O,CC(C)COC(=O)CC(C(=O)OCC(C)C)S(O)(=O)=O,C12H21NaO7S,332.34,DTXSID7029164,0.403892,4.81E-05
DTXSID9036226,Sodium octyl sulfate,142-31-4,[Na+].CCCCCCCCOS([O-])(=O)=O,e1k,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,[Na+].CCCCCCCCOS([O-])(=O)=O,CCCCCCCCOS(O)(=O)=O,C8H17NaO4S,232.27,DTXSID9036226,0.242003,2.63E-05
DTXSID4042418,Sodium tridecyl sulfate,3026-63-9,[Na+].CCCCCCCCCCCCCOS([O-])(=O)=O,e1k,99.998,104.458726,Y,training,,,,A-A-S Pass,Pass,A,A,S,[Na+].CCCCCCCCCCCCCOS([O-])(=O)=O,CCCCCCCCCCCCCOS(O)(=O)=O,C13H27NaO4S,302.4,DTXSID4042418,1.54076,1.97E-05
DTXSID1026033,Sodium ethasulfate,126-92-1,[Na+].CCCCC(CC)COS([O-])(=O)=O,e1k,100,81.28354829,N,training,,,,A-A-S Pass,Pass,A,A,S,[Na+].CCCCC(CC)COS([O-])(=O)=O,CCCCC(CC)COS(O)(=O)=O,C8H17NaO4S,232.27,DTXSID1026033,0.242942,1.68E-05
DTXSID4021426,Urea,57-13-6,NC(N)=O,ph2,,,,blind test,<100 Mas,,,A-A-S Pass,Pass,A,A,S,NC(N)=O,NC(N)=O,CH4N2O,60.056,DTXSID4021426,-1.88328,1.21E-05
DTXSID6047103,Octadecyl sulfate sodium salt,1120-04-3,[Na+].CCCCCCCCCCCCCCCCCCOS([O-])(=O)=O,e1k,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,[Na+].CCCCCCCCCCCCCCCCCCOS([O-])(=O)=O,CCCCCCCCCCCCCCCCCCOS(O)(=O)=O,C18H37NaO4S,372.54,DTXSID6047103,3.71023,3.64E-06
DTXSID9042415,Sodium 4-methylbenzenesulfonate,657-84-1,[Na+].CC1=CC=C(C=C1)S([O-])(=O)=O,e1k,100,16.64761446,N,training,,,,A-A-S Pass,Pass,A,A,S,[Na+].CC1=CC=C(C=C1)S([O-])(=O)=O,CC1=CC=C(C=C1)S(O)(=O)=O,C7H7NaO3S,194.18,DTXSID9042415,-2.53909,8.87E-07
DTXSID1020354,Cyanoguanidine,461-58-5,NC(=N)NC#N,e1k,,,,leaderboard,<100 Mas,,,A-A-S Pass,Pass,A,A,S,NC(=N)NC#N,NC(=N)NC#N,C2H4N4,84.082,DTXSID1020354,-1.1501,2.68E-08
DTXSID2045232,Tiratricol,51-24-1,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,ph2,99.9955,104.9693891,Y,training,,,,A-A-S Pass,Pass,A,A,S,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,C14H9I3O4,621.935,DTXSID2045232,4.81956,4.97E-10
DTXSID5048186,Tetrac,67-30-1,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1,ph2,100,105.0300418,Y,training,,,,A-A-S Pass,Pass,A,A,S,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1,C14H8I4O4,747.832,DTXSID5048186,6.57075,4.31E-10
DTXSID0038881,C.I. Acid Orange 7,633-96-5,[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=CC=CC=C2C=C1,e1k,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=CC=CC=C2C=C1,OC1=C(N=NC2=CC=C(C=C2)S(O)(=O)=O)C2=C(C=CC=C2)C=C1,C16H11N2NaO4S,350.32,DTXSID0038881,0.604034,9.42E-11
DTXSID6041682,Bromophenol blue,115-39-9,OC1=C(Br)C=C(C=C1Br)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=CC(Br)=C(O)C(Br)=C1,e1k,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,OC1=C(Br)C=C(C=C1Br)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=CC(Br)=C(O)C(Br)=C1,OC1=C(Br)C=C(C=C1Br)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=CC(Br)=C(O)C(Br)=C1,C19H10Br4O5S,669.96,DTXSID6041682,4.77979,5.69E-09
DTXSID3041530,"7-Ethyl-2-methyl-4-undecanolsulfate, sodium salt",139-88-8,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O,e1k,99.926,102.956318,Y,training,,,,A-Ac-X Pass,Pass,A,Ac,X,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O,CCCCC(CC)CCC(CC(C)C)OS(O)(=O)=O,C14H29NaO4S,316.43,DTXSID3041530,1.88806,1.42E-05
DTXSID4036229,Sodium decyl sulfate,142-87-0,[Na+].CCCCCCCCCCOS([O-])(=O)=O,e1k,100.006,98.8681944,Y,training,,,,U-Ac-X Fail,Fail,U,Ac,X,[Na+].CCCCCCCCCCOS([O-])(=O)=O,CCCCCCCCCCOS(O)(=O)=O,C10H21NaO4S,260.32,DTXSID4036229,0.555646,2.73E-05
DTXSID7020508,Dimethylarsinic acid,75-60-5,C[As](C)(O)=O,ph1_v2,100,-1.783178591,N,training,,,,U-Ac-L Fail,Fail,U,Ac,L,C[As](C)(O)=O, ,C2H7AsO2,137.998,DTXSID7020508, , 
DTXSID3025469,Isopentyl alcohol,123-51-3,CC(C)CCO,ph2,,,,blind test,<100 Mas,,,U-Ac-L Fail,Fail,U,Ac,L,CC(C)CCO,CC(C)CCO,C5H12O,88.15,DTXSID3025469,1.16208,2.39943
DTXSID0042406,Sodium methyl sulfate,512-42-5,[Na+].COS([O-])(=O)=O,e1k,100.001,11.26630498,N,training,,,,U-Ac Fail,Fail,U,Ac, ,[Na+].COS([O-])(=O)=O,COS(O)(=O)=O,CH3NaO4S,134.08,DTXSID0042406,-1.36869,0.00379513
DTXSID9034490,Cyanamide,420-04-2,NC#N,ph1_v2,,,,leaderboard,<100 Mas,,,U-Ac Fail,Fail,U,Ac, ,NC#N,NC#N,CH2N2,42.041,DTXSID9034490,-0.819761,0.0037795
DTXSID5041726,C.I. Direct Red 81 disodium salt,11/9/2610,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(=CC2=CC(NC(=O)C3=CC=CC=C3)=CC=C12)S([O-])(=O)=O,e1k,100,103.3685571,Y,training,,,,U-Ac FAIL,Fail,U,Ac, ,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(=CC2=CC(NC(=O)C3=CC=CC=C3)=CC=C12)S([O-])(=O)=O,OC1=C(N=NC2=CC=C(C=C2)N=NC2=CC=C(C=C2)S(O)(=O)=O)C(=CC2=CC(NC(=O)C3=CC=CC=C3)=CC=C12)S(O)(=O)=O,C29H19N5Na2O8S2,675.6,DTXSID5041726,2.85105,1.24E-07
DTXSID6041719,"C.I. Acid Yellow 17, disodium salt",6359-98-4,[Na+].[Na+].CC1=NN(C(=O)C1N=NC1=CC=C(C=C1)S([O-])(=O)=O)C1=CC(Cl)=C(C=C1Cl)S([O-])(=O)=O,e1k,100,102.2499081,Y,training,,,,U-Ac FAIL,Fail,U,Ac, ,[Na+].[Na+].CC1=NN(C(=O)C1N=NC1=CC=C(C=C1)S([O-])(=O)=O)C1=CC(Cl)=C(C=C1Cl)S([O-])(=O)=O,CC1=NN(C(=O)C1N=NC1=CC=C(C=C1)S(O)(=O)=O)C1=CC(Cl)=C(C=C1Cl)S(O)(=O)=O,C16H10Cl2N4Na2O7S2,551.28,DTXSID6041719,1.57624,1.40E-09
DTXSID1047526,C10-21 alkanesulfonic acids phenyl esters,91082-17-6, ,ph2,100,6.508960573,N,training,,X,,M-ND Unknown,Unknown,M,ND, , , , , ,DTXSID1047526, , 
DTXSID3047712,Cornmint oil,68917-18-0, ,e1k,100,32.15945606,N,training,,X,,M-ND Unknown,Unknown,M,ND, , , , , ,DTXSID3047712, , 
DTXSID2047696,Cremophor EL,61791-12-6, ,e1k,100,-22.02973194,N,training,,X,,M-ND Unknown,Unknown,M,ND, , , , , ,DTXSID2047696, , 
DTXSID6021113,Peppermint oil,8006-90-4, ,e1k,100,37.77303884,N,training,,X,,M-ND Unknown,Unknown,M,ND, , , , , ,DTXSID6021113, , 
DTXSID5028033,Triisononyl trimellitate,53894-23-8, ,ph2,100,3.163630449,N,training,,X,,M-ND Unknown,Unknown,M,ND, , , , , ,DTXSID5028033, , 
DTXSID1040611,"3-Oxa-2,4-disilaheptan-1-ol, 2,2,4-trimethyl-4-(trimethylsiloxy)-, monoether with polyethylene glycol",27306-78-1,"COCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C |lp:1:2,4:2,10:2,15:2,Sg:n:3,2,1::ht|",e1k,100.0015,33.57561374,N,training,SILICON,X,,M-ND Unknown,Unknown,M,ND, ,"COCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C |lp:1:2,4:2,10:2,15:2,Sg:n:3,2,1::ht|", ,(C2H4O)nC11H30O3Si3, ,DTXSID1040611, , 
