DTXSID,Chemical,CASRN,SMILES,Library,Max conc,Median % activity,Tested in CR?,,,,
DTXSID7020970,Nitrofen,1836-75-5,[O-][N+](=O)C1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1,ph2,99.9985,68.35380693,N,,,,
DTXSID4022527,Propylparaben,94-13-3,CCCOC(=O)C1=CC=C(O)C=C1,ph2,100.003,96.77970932,Y,,,,
DTXSID7020845,Methyl methanesulfonate,66-27-3,COS(C)(=O)=O,ph2,99.997,12.43771005,N,,,,
DTXSID9020374,"p,p'-DDE",72-55-9,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,ph2,100,23.80635068,N,,,,
DTXSID7020392,Diallyl phthalate,131-17-9,C=CCOC(=O)C1=C(C=CC=C1)C(=O)OCC=C,ph2,100,65.19005679,N,,,,
DTXSID2020501,Methadone hydrochloride,1095-90-5,Cl.CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,ph2,72.2725,-4.551512342,N,,,,
DTXSID7025219,Sodium dodecylbenzenesulfonate,25155-30-0,"[Na+].CCCCCCCCCCCC*.[O-]S(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:14:3,16:2,17:2,m:13:21.22.23|",ph2,100,102.5305278,Y,,,,
DTXSID1038321,3-Phenoxybenzoic acid,3739-38-6,OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,ph2,99.999,98.77457965,Y,,,,
DTXSID1025017,Dicumyl peroxide,80-43-3,CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,ph2,100.002,80.71197901,N,,,,
DTXSID0020606,Bis(2-ethylhexyl)hexanedioate,103-23-1,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,ph2,99.9985,-0.437478271,N,,,,
DTXSID5025607,Methyleugenol,93-15-2,COC1=CC=C(CC=C)C=C1OC,ph2,99.9985,59.48835323,N,,,,
DTXSID5020605,2-Ethyl-1-hexanol,104-76-7,CCCCC(CC)CO,ph2,100,8.555452544,N,,,,
DTXSID8026193,"1,2,3-Trichlorobenzene",87-61-6,ClC1=CC=CC(Cl)=C1Cl,ph2,100,13.73246544,N,,,,
DTXSID5021831,3-Nitrotoluene,99-08-1,CC1=CC(=CC=C1)[N+]([O-])=O,ph2,100.001,30.12226214,N,,,,
DTXSID4026262,"Tris(2,3-epoxypropyl)isocyanurate",2451-62-9,O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1,ph2,99.999,6.30721984,N,,,,
DTXSID2025133,"1,2-Dimethyl-4-nitrobenzene",99-51-4,CC1=CC=C(C=C1C)[N+]([O-])=O,ph2,100,59.84760691,N,,,,
DTXSID8037708,Ammonium perfluorooctanoate,3825-26-1,[NH4+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,100.003,104.2461399,Y,,,,
DTXSID8040721,4-Cyclohexylcyclohexanone,92-68-2,O=C1CCC(CC1)C1CCCCC1,ph2,100.0015,53.56646193,N,,,,
DTXSID8022377,17alpha-Estradiol,57-91-0,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@H]2O,ph2,100.002,46.84819959,N,,,,
DTXSID8027955,Isooctyl acrylate,29590-42-9, ,ph2,100,19.8896942,N,,,,
DTXSID2026525,2-tert-Butylphenol,88-18-6,CC(C)(C)C1=C(O)C=CC=C1,ph2,99.999,68.2942369,N,,,,
DTXSID6023733,Valproic acid,99-66-1,CCCC(CCC)C(O)=O,ph2,100.0015,5.521064942,N,,,,
DTXSID0021961,Benzophenone,119-61-9,O=C(C1=CC=CC=C1)C1=CC=CC=C1,ph2,100.0015,87.04340042,Y,,,,
DTXSID6025010,"1,3-Dichloro-2-propanol",96-23-1,OC(CCl)CCl,ph2,100,1.731827396,N,,,,
DTXSID4020119,Azathioprine,446-86-6,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,ph2,99.406,86.84704456,Y,,,,
DTXSID4047628,Dicyclohexyl disulfide,2550-40-5,C1CCC(CC1)SSC1CCCCC1,ph2,100.002,22.68487771,N,,,,
DTXSID8027581,"1,5,9-Cyclododecatriene",4904-61-4,C1CC=CCCC=CCCC=C1,ph2,99.998,10.54735013,N,,,,
DTXSID2022254,Terbufos,13071-79-9,CCOP(=S)(OCC)SCSC(C)(C)C,ph2,100,75.27832942,N,,,,
DTXSID0021206,"1,2-Propylene glycol",57-55-6,CC(O)CO,ph2,99.998,-6.791602899,N,,,,
DTXSID1047281,CP-612372,353280-07-6,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC3=NON=C3C=C2)C=C1,ph2,100,5.12835321,N,,,,
DTXSID8040694,Butyl benzoate,136-60-7,CCCCOC(=O)C1=CC=CC=C1,ph2,99.9985,17.06921518,N,,,,
DTXSID7020716,Hydroquinone,123-31-9,OC1=CC=C(O)C=C1,ph2,99.9695,19.91279489,N,,,,
DTXSID9020293,2-Chloroacetophenone,532-27-4,ClCC(=O)C1=CC=CC=C1,ph2,100,26.02292743,N,,,,
DTXSID3026564,Triethylene glycol bis(2-ethylhexanoate),94-28-0,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,ph2,100,7.359932599,N,,,,
DTXSID1044697,4-Ethyloct-1-yn-3-ol,5877-42-9,CCCCC(CC)C(O)C#C,ph2,99.975,70.72690414,N,,,,
DTXSID3020336,Clofibrate,637-07-0,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,ph2,99.9975,42.10100777,N,,,,
DTXSID2024086,Ethion,563-12-2,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,ph2,99.9985,96.31702473,Y,,,,
DTXSID9022522,Diisobutyl phthalate,84-69-5,CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,ph2,100.002,51.39903555,N,,,,
DTXSID8026307,"2,6-Dimethylaniline",87-62-7,CC1=CC=CC(C)=C1N,ph2,103.4595,43.11033884,N,,,,
DTXSID5047291,CI-1044,NOCAS_47291,NC1=CC2=C3N(CCC3=C1)C(=O)[C@H](NC(=O)C1=CC=CN=C1)N=C2C1=CC=CC=C1,ph2,100,40.14899945,N,,,,
DTXSID3047394,Grinstad Soft-N-Safe,NOCAS_47394, ,ph2,100,21.16023216,N,,,,
DTXSID9021689,Undecane,1120-21-4,CCCCCCCCCCC,ph2,99.999,4.933210089,N,,,,
DTXSID9025293,2-Ethylhexanoic acid,149-57-5,CCCCC(CC)C(O)=O,ph2,99.999,-8.178371547,N,,,,
DTXSID4024066,"1,2-Dinitrobenzene",528-29-0,[O-][N+](=O)C1=C(C=CC=C1)[N+]([O-])=O,ph2,100,60.91954023,N,,,,
DTXSID6022422,"4,4'-Diaminobiphenyl methane",101-77-9,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,ph2,100,75.27946713,N,,,,
DTXSID7047304,CP-100829,135080-03-4,NC(=O)N1C(=O)C(C(=O)C2=CC(Cl)=CS2)C2=C1C=C(Cl)C(F)=C2,ph2,50.0015,104.9348849,Y,,,,
DTXSID6027218,"2,6-Diethylaniline",579-66-8,CCC1=CC=CC(CC)=C1N,ph2,100,16.18882131,N,,,,
DTXSID6034972,Thymol,89-83-8,CC(C)C1=CC=C(C)C=C1O,ph2,100,59.32257226,N,,,,
DTXSID9025110,"2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane",78-63-7,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,ph2,99.9975,10.02606429,N,,,,
DTXSID4021426,Urea,57-13-6,NC(N)=O,ph2,100,-5.070601484,N,,,,
DTXSID1021322,Tetraethylthiuram disulfide,97-77-8,CCN(CC)C(=S)SSC(=S)N(CC)CC,ph2,99.9985,55.15289769,N,,,,
DTXSID4020240,Caprolactam,105-60-2,O=C1CCCCCN1,ph2,100,-0.222663537,N,,,,
DTXSID0027856,Dipropylene glycol,25265-71-8,"C*.C*.OCCOCCO |lp:4:2,7:2,10:2,m:1:5.6,3:8.9|",ph2,100,4.089007482,N,,,,
DTXSID1021798,Quinoline,91-22-5,C1=CC2=C(C=C1)N=CC=C2,ph2,100,34.26009508,N,,,,
DTXSID9024431,Aldicarb oxime,1646-75-9,CSC(C)(C)C=NO,ph2,100,10.09500159,N,,,,
DTXSID7020710,"1,2-Diphenylhydrazine",122-66-7,N(NC1=CC=CC=C1)C1=CC=CC=C1,ph2,100,86.77092383,Y,,,,
DTXSID0047325,SB413217A,NOCAS_47325,Cl.CC1=NC(=NO1)C1=CC2=C(CCN(CCC3CCC(CC3)NC(=O)\C=C\C3=CC=C(F)C=C3)CC2)C=C1,ph2,46.6175,-24.02960823,N,,,,
DTXSID3047138,tert-Butylbenzene,98-06-6,CC(C)(C)C1=CC=CC=C1,ph2,100,-1.198957428,N,,,,
DTXSID9026926,1-Tetradecanol,112-72-1,CCCCCCCCCCCCCCO,ph2,100,32.44267918,N,,,,
DTXSID1020512,Dimethylcarbamoyl chloride,79-44-7,CN(C)C(Cl)=O,ph2,99.9465,-3.909643788,N,,,,
DTXSID0020311,Monuron,150-68-5,CN(C)C(=O)NC1=CC=C(Cl)C=C1,ph2,100,12.90173544,N,,,,
DTXSID8024107,1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone,59756-60-4,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,ph2,100.002,23.81681153,N,,,,
DTXSID5026918,1-Dodecanol,112-53-8,CCCCCCCCCCCCO,ph2,100,71.31877391,N,,,,
DTXSID7021946,1-Decanol,112-30-1,CCCCCCCCCCO,ph2,100,69.45296985,N,,,,
DTXSID6047286,Candoxatril,123122-55-4,COCCOC[C@H](CC1(CCCC1)C(=O)N[C@H]1CC[C@H](CC1)C(O)=O)C(=O)OC1=CC2=C(CCC2)C=C1,ph2,100,4.824790038,N,,,,
DTXSID2021947,1-Tridecanol,112-70-9,CCCCCCCCCCCCCO,ph2,102.8115,46.31688372,N,,,,
DTXSID4024436,Allura Red C.I.16035,25956-17-6,[Na+].[Na+].COC1=C(C=C(C)C(=C1)S([O-])(=O)=O)N=NC1=C2C=CC(=CC2=CC=C1O)S([O-])(=O)=O,ph2,100.0035,94.84506226,Y,,,,
DTXSID6022056,"1,3-Dichlorobenzene",541-73-1,ClC1=CC(Cl)=CC=C1,ph2,100,6.52765711,N,,,,
DTXSID9048514,PharmaGSID_48514,NOCAS_48514,[Na+].COC1=CC=C(\C=C\S(=O)(=O)[N-]C(=O)C2=CC=C(C)C=C2Cl)C=C1,ph2,99.9985,88.78750253,Y,,,,
DTXSID0021464,Ziram,137-30-4,[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,ph2,100,29.93849441,N,,,,
DTXSID7021150,Phenylmercuric acetate,62-38-4,CC(=O)O[Hg]C1=CC=CC=C1,ph2,100.002,4.192775259,N,,,,
DTXSID3021645,Octanoic acid,124-07-2,CCCCCCCC(O)=O,ph2,99.999,80.45970373,N,,,,
DTXSID1020350,2-Methoxy-5-methylaniline,120-71-8,COC1=CC=C(C)C=C1N,ph2,100,37.4339695,N,,,,
DTXSID2037714,4-Heptylphenol,1987-50-4,CCCCCCCC1=CC=C(O)C=C1,ph2,100,101.5285551,Y,,,,
DTXSID6020141,"2,3-Benzofuran",271-89-6,O1C=CC2=C1C=CC=C2,ph2,100.005,24.42513756,N,,,,
DTXSID6040111,Ethyl butyrate,105-54-4,CCCC(=O)OCC,ph2,100.016,-0.643918878,N,,,,
DTXSID5047328,"Potassium 5-carbamoyl-3-[5'-fluoro-2'-(2,2,3,3,3-pentafluoropropoxy)-3-biphenylyl]-1,2,4-triazol-1-ide hydrate (1:1:1)",NOCAS_47328,O.[K+].NC(=O)C1=NC(=N[N-]1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,ph2,100.005,81.36113524,N,,,,
DTXSID1023996,Cyclohexylamine,108-91-8,NC1CCCCC1,ph2,99.9965,11.75825128,N,,,,
DTXSID0026967,Diethylene glycol dibenzoate,120-55-8,O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,ph2,100,29.24547371,N,,,,
DTXSID4042206,1-Dodecyl-2-pyrrolidinone,2687-96-9,CCCCCCCCCCCCN1CCCC1=O,ph2,99.9985,29.6744298,N,,,,
DTXSID9022524,Thalidomide,50-35-1,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,ph2,100,-8.970396877,N,,,,
DTXSID2027200,"4,4'-Bipyridine",553-26-4,C1=CC(=CC=N1)C1=CC=NC=C1,ph2,100.001,36.58913468,N,,,,
DTXSID5044493,1-[3-(Triethoxysilyl)propyl]urea,23779-32-0,CCO[Si](CCCNC(N)=O)(OCC)OCC,ph2,100.0015,-29.48875759,N,,,,
DTXSID3035341,"1,3-Dibromo-5,5-dimethylhydantoin",77-48-5,CC1(C)N(Br)C(=O)N(Br)C1=O,ph2,100,16.71180043,N,,,,
DTXSID2047278,CP-457677,214535-77-0,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1,ph2,100,10.46681848,N,,,,
DTXSID8035001,10-Undecenoic acid,112-38-9,OC(=O)CCCCCCCCC=C,ph2,99.998,92.55292959,Y,,,,
DTXSID7024112,Fomesafen,72178-02-0,CS(=O)(=O)NC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,ph2,100.004,97.63592538,Y,,,,
DTXSID1047368,SSR69071,344930-95-6,COC1=CC2=C(C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)S2(=O)=O)C(=C1)C(C)C,ph2,100,22.0129657,N,,,,
DTXSID9042209,N-Methyldioctylamine,4455-26-9,CCCCCCCCN(C)CCCCCCCC,ph2,50,-30.84743006,N,,,,
DTXSID2036299,"N,N-Dimethyloctylamine",7378-99-6,CCCCCCCCN(C)C,ph2,99.9985,-16.01427868,N,,,,
DTXSID6024836,"3,7-Dimethyl-2,6-octadienal",5392-40-5,CC(C)=CCCC(C)=CC=O,ph2,100,33.45232234,N,,,,
DTXSID9026974,"2,4-Di-tert-pentylphenol",120-95-6,CCC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)CC,ph2,100.0015,101.6376321,Y,,,,
DTXSID6020480,Dimethoxane,828-00-2,CC1CC(OC(C)=O)OC(C)O1,ph2,100,-24.14254084,N,,,,
DTXSID0021123,Phenobarbital sodium,57-30-7,[Na+].CCC1(C(=O)NC([O-])=NC1=O)C1=CC=CC=C1,ph2,100,7.132400781,N,,,,
DTXSID9040716,4-(2-Methylbutan-2-yl)cyclohexanol,5349-51-9,CCC(C)(C)C1CCC(O)CC1,ph2,100,39.67257509,N,,,,
DTXSID5025659,Methyl salicylate,119-36-8,COC(=O)C1=C(O)C=CC=C1,ph2,100,33.19129381,N,,,,
DTXSID2022331,2-(Butan-2-yl)phenol,89-72-5,CCC(C)C1=C(O)C=CC=C1,ph2,100,86.56473242,Y,,,,
DTXSID5028033,Triisononyl trimellitate,53894-23-8, ,ph2,100,3.163630449,N,,,,
DTXSID8024652,Bronopol,52-51-7,OCC(Br)(CO)[N+]([O-])=O,ph2,100.0015,-15.70244543,N,,,,
DTXSID5023950,Carbosulfan,55285-14-8,CCCCN(CCCC)SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1,ph2,99.998,67.51472616,N,,,,
DTXSID8021771,4-(2-Methylbutan-2-yl)phenol,80-46-6,CCC(C)(C)C1=CC=C(O)C=C1,ph2,100,91.16012867,Y,,,,
DTXSID0027270,1-Pentadecanol,629-76-5,CCCCCCCCCCCCCCCO,ph2,100,-12.10962915,N,,,,
DTXSID5047297,CP-085958,134002-60-1,O[C@@H]1[C@H](CC2=CC=CC(=C2)C(O)=O)COC2=C1C=C(OCC1=NC3=C(S1)C=CC(F)=C3)C=C2,ph2,50,64.58641064,N,,,,
DTXSID1020069,o-Aminoazotoluene,97-56-3,CC1=CC=CC=C1N=NC1=CC(C)=C(N)C=C1,ph2,100.0015,111.0035784,Y,,,,
DTXSID9026261,"Tris(1,3-dichloro-2-propyl) phosphate",13674-87-8,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,ph2,100,-4.460036107,N,,,,
DTXSID1027635,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",6846-50-0,CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C,ph2,100,11.88191282,N,,,,
DTXSID9020299,Chlorobenzilate,510-15-6,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,ph2,100,35.01274178,N,,,,
DTXSID9047540,3-Hydroxyfluorene,6344-67-8,OC1=CC2=C(CC3=CC=CC=C23)C=C1,ph2,100,85.29870343,Y,,,,
DTXSID6024917,Diacetone alcohol,123-42-2,CC(=O)CC(C)(C)O,ph2,100.0015,-16.99901526,N,,,,
DTXSID9020249,Carbofuran,1563-66-2,CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,ph2,100,-5.811087438,N,,,,
DTXSID8047395,"Diisononyl cyclohexane-1,2-dicarboxylate",166412-78-8, ,ph2,100.081,-35.85672083,N,,,,
DTXSID4027236,"2,3-Dinitrotoluene",602-01-7,CC1=CC=CC(=C1[N+]([O-])=O)[N+]([O-])=O,ph2,71.581,57.98867553,N,,,,
DTXSID6043709,Cyclopamine,4449-51-8,[H][C@@]12NC[C@@H](C)C[C@H]1O[C@]1(CC[C@]3([H])C(C[C@H]4[C@@]3([H])CC=C3C[C@@H](O)CC[C@]43C)=C1C)[C@@H]2C,ph2,100,-3.688849898,N,,,,
DTXSID7020895,Mirex,2385-85-5,ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl,ph2,100,17.6308879,N,,,,
DTXSID4026684,2-(Phenylmethylene)octanal,101-86-0,CCCCCCC(C=O)=CC1=CC=CC=C1,ph2,99.998,78.7776246,N,,,,
DTXSID7021653,Pentanal,110-62-3,CCCCC=O,ph2,99.9975,1.169374692,N,,,,
DTXSID2029874,Fenofibrate,49562-28-9,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,ph2,99.998,24.78664041,N,,,,
DTXSID9025453,3-Methylbutyl acetate,123-92-2,CC(C)CCOC(C)=O,ph2,100,-18.72832853,N,,,,
DTXSID8021515,Butanoic acid,107-92-6,CCCC(O)=O,ph2,100,-15.59043591,N,,,,
DTXSID3026302,Sodium xylenesulfonate,1300-72-7,"C*.C*.OS(=O)(=O)C1=CC=CC=C1 |c:8,10,t:6,lp:4:2,6:2,7:2,m:1:9.10,3:10.11.12.13|",ph2,100.005,19.37794976,N,,,,
DTXSID2020688,Hexachlorocyclopentadiene,77-47-4,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,ph2,100,98.39578895,Y,,,,
DTXSID7026994,Dodecylbenzene,123-01-3,CCCCCCCCCCCCC1=CC=CC=C1,ph2,99.9985,-13.6223162,N,,,,
DTXSID3047344,Cariporide mesylate,159138-81-5,CS(O)(=O)=O.CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)N=C(N)N,ph2,74.6725,11.84938191,N,,,,
DTXSID0041141,o-(Chloroacetylcarbamoyl)fumagillol,129298-91-5,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)NC(=O)CCl,ph2,100,-19.68082884,N,,,,
DTXSID1047364,SSR 103800,1075752-90-7, ,ph2,92.616,-45.01399507,N,,,,
DTXSID9033923,Procymidone,32809-16-8,CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1,ph2,100,54.25341574,N,,,,
DTXSID0028666,"1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich",68515-49-1, ,ph2,99.999,-5.733571893,N,,,,
DTXSID3021643,Octanal,124-13-0,CCCCCCCC=O,ph2,100,-4.855237476,N,,,,
DTXSID3025091,C.I. Disperse Black 6,119-90-4,COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,ph2,100,102.9076325,Y,,,,
DTXSID4027991,1-Hexadecanol,36653-82-4,CCCCCCCCCCCCCCCCO,ph2,50.0005,-22.41506647,N,,,,
DTXSID3020966,4-Nitrobenzoic acid,62-23-7,OC(=O)C1=CC=C(C=C1)[N+]([O-])=O,ph2,100,29.07449577,N,,,,
DTXSID1048176,YM 218,387816-82-2,OC(=O)\C=C\C(O)=O.CC1=C(C=CO1)C(=O)NC1=CC=C(C=C1)C(=O)N1CCC(F)(F)\C(=C/C(=O)N2CCC(CC2)N2CCCCC2)C2=C1C=CC=C2.CC1=C(C=CO1)C(=O)NC1=CC=C(C=C1)C(=O)N1CCC(F)(F)\C(=C/C(=O)N2CCC(CC2)N2CCCCC2)C2=C1C=CC=C2,ph2,62.714,-3.819957328,N,,,,
DTXSID8023632,L-Tartaric acid,87-69-4,O[C@H]([C@@H](O)C(O)=O)C(O)=O,ph2,100,19.04234367,N,,,,
DTXSID6020143,Benzoic acid,65-85-0,OC(=O)C1=CC=CC=C1,ph2,102.56,-17.10312297,N,,,,
DTXSID3034165,"5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin",63612-50-0,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,ph2,100,2.952179571,N,,,,
DTXSID8020961,4-Nitrobenzenamine,100-01-6,NC1=CC=C(C=C1)[N+]([O-])=O,ph2,100.002,81.34334482,N,,,,
DTXSID3038939,Perfluorooctanesulfonamide,754-91-6,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,100,103.0823032,Y,,,,
DTXSID7024087,2-Ethoxyethanol,110-80-5,CCOCCO,ph2,99.997,-23.54424203,N,,,,
DTXSID6023652,6-Thioguanine,154-42-7,NC1=NC2=C(NC=N2)C(=S)N1,ph2,99.9985,11.88592199,N,,,,
DTXSID3026645,p-Cymene,99-87-6,CC(C)C1=CC=C(C)C=C1,ph2,100,11.14777017,N,,,,
DTXSID4021135,C.I. Solvent Yellow 14,842-07-9,OC1=CC=C2C=CC=CC2=C1N=NC1=CC=CC=C1,ph2,100,100.2963791,Y,,,,
DTXSID6020430,"1,2-Dichlorobenzene",95-50-1,ClC1=C(Cl)C=CC=C1,ph2,100,20.82203271,N,,,,
DTXSID1022053,"4,6-Dinitro-o-cresol",534-52-1,CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,ph2,100,109.9147211,Y,,,,
DTXSID3047348,SSR504734,742693-38-5,FC(F)(F)C1=CC=CC(C(=O)N[C@H]([C@@H]2CCCCN2)C2=CC=CC=C2)=C1Cl,ph2,100,4.437299035,N,,,,
DTXSID6022000,Ethanolamine,141-43-5,NCCO,ph2,99.999,14.51417004,N,,,,
DTXSID6022187,"2,3,6-Trimethylphenol",2416-94-6,CC1=CC=C(C)C(O)=C1C,ph2,99.9985,97.45561303,Y,,,,
DTXSID2026602,"2,4-Di-tert-butylphenol",96-76-4,CC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)C,ph2,100.0015,95.10694813,Y,,,,
DTXSID2020505,Dimethylaminoethanol,108-01-0,CN(C)CCO,ph2,100.0015,16.76219768,N,,,,
DTXSID6025692,Myrcene,123-35-3,CC(C)=CCCC(=C)C=C,ph2,100,68.16440654,N,,,,
DTXSID7021605,Hexanedioic acid,124-04-9,OC(=O)CCCCC(O)=O,ph2,100,13.8207745,N,,,,
DTXSID2047305,CP-608039,NOCAS_47305,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1N)N1C=NC2=C1N=CN=C2NCC1=CC(Cl)=CC=C1OCC1=CC(C)=NO1,ph2,100,5.832623947,N,,,,
DTXSID7020267,Chlordane,57-74-9,ClC1CC2C(C1Cl)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,ph2,99.9965,62.60310564,N,,,,
DTXSID9022364,5alpha-Dihydrotestosterone,521-18-6,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,ph2,99.9975,20.90879737,N,,,,
DTXSID1044564,"2,6,10-Trimethyl-2,6,10-triazaundecane",3855-32-1,CN(C)CCCN(C)CCCN(C)C,ph2,100,24.32430339,N,,,,
DTXSID2026864,Methyl octanoate,111-11-5,CCCCCCCC(=O)OC,ph2,99.9965,15.72207465,N,,,,
DTXSID0020498,Dimethyl terephthalate,120-61-6,COC(=O)C1=CC=C(C=C1)C(=O)OC,ph2,100.0015,39.63659847,N,,,,
DTXSID2047351,SSR 240612,464930-42-5,Cl.COC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@H](CC(=O)N[C@H](CC1=CC=C(CN2[C@@H](C)CCC[C@H]2C)C=C1)C(=O)N(C)C(C)C)C1=CC2=C(OCO2)C=C1,ph2,44.99635,-19.3882643,N,,,,
DTXSID0040701,Triethyl citrate,77-93-0,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,ph2,99.998,14.65958339,N,,,,
DTXSID6027050,Sodium dimethyldithiocarbamate,128-04-1,[Na+].CN(C)C([S-])=S,ph2,100,50.30364372,N,,,,
DTXSID8033562,Hydroxyflutamide,52806-53-8,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,ph2,100.0055,29.77368128,N,,,,
DTXSID1048174,FR167356,174185-16-1,CC1=C(C2=C(O1)C(NC(=O)C1=C(Cl)C=CC=C1Cl)=CC=C2)C(C)(C)O,ph2,99.998,102.0547744,Y,,,,
DTXSID7047306,CP-634384,290352-28-2,CC1=CC(NC(=O)C(O)=O)=CC(C)=C1OC1=CC=C(O)C2=C1CCC2,ph2,100,105.373969,Y,,,,
DTXSID9047259,"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)",149062-75-9,Cl.ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1,ph2,50,8.192679132,N,,,,
DTXSID7025895,"N-Phenyl-1,4-benzenediamine",101-54-2,NC1=CC=C(NC2=CC=CC=C2)C=C1,ph2,100,90.0666334,Y,,,,
DTXSID9027360,Ammonium carbamate,1111-78-0,[NH4+].NC([O-])=O,ph2,100,14.67611336,N,,,,
DTXSID1047289,UK-343664,215297-27-1,CCCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(CC)CC1)C1=NC2=C(CC)N(CC3=CC=CC=N3)N=C2C(=O)N1,ph2,50.004,18.76009041,N,,,,
DTXSID5020528,"2,6-Dinitrotoluene",606-20-2,CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,ph2,100.001,62.33371891,N,,,,
DTXSID2020137,C.I. Azoic Diazo Component 112,92-87-5,NC1=CC=C(C=C1)C1=CC=C(N)C=C1,ph2,100.001,80.12022927,N,,,,
DTXSID9047253,CP-401387,199171-88-5,CCC1=NN(C2CCCCC2)C2=C1C=CC(=C2)[C@]1(CC[C@@H](CC1)C(O)=O)C#N,ph2,50,62.73226289,N,,,,
DTXSID0047290,UK-416244,402910-27-4,CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,ph2,100,15.39773522,N,,,,
